Date,Time,Open,High,Low,Close,Volume
2020.10.06,21:30,12950.20000,12962.70000,12950.20000,12960.20000,659
2020.10.06,21:45,12960.40000,12964.40000,12812.20000,12860.50000,4033
2020.10.06,22:00,12859.50000,12859.50000,12791.70000,12829.80000,4929
2020.10.06,22:15,12829.30000,12845.00000,12807.00000,12831.30000,3828
2020.10.06,22:30,12832.00000,12857.80000,12820.50000,12824.00000,2991
2020.10.06,22:45,12824.20000,12828.70000,12790.40000,12809.00000,2734
2020.10.06,23:00,12809.90000,12833.20000,12804.50000,12820.80000,1441
2020.10.06,23:30,12818.80000,12821.70000,12782.00000,12789.30000,536
2020.10.06,23:45,12788.40000,12788.40000,12748.10000,12770.10000,677
2020.10.07,01:00,12784.40000,12798.80000,12766.70000,12792.40000,661
2020.10.07,01:15,12792.90000,12801.00000,12789.00000,12791.20000,390
2020.10.07,01:30,12792.20000,12806.30000,12792.20000,12798.20000,362
2020.10.07,01:45,12798.70000,12799.60000,12756.30000,12778.90000,534
2020.10.07,02:00,12778.40000,12797.50000,12772.70000,12783.10000,633
2020.10.07,02:15,12783.60000,12801.70000,12781.20000,12792.10000,294
2020.10.07,02:30,12792.60000,12809.40000,12785.00000,12803.10000,503
2020.10.07,02:45,12802.60000,12815.50000,12793.90000,12794.90000,338
2020.10.07,03:15,12816.30000,12825.60000,12812.60000,12820.60000,333
2020.10.07,03:30,12820.30000,12820.30000,12807.60000,12816.10000,348
2020.10.07,03:45,12815.80000,12822.60000,12812.30000,12820.10000,296
2020.10.07,04:00,12819.60000,12819.60000,12798.60000,12811.80000,280
2020.10.07,04:15,12813.30000,12830.10000,12812.10000,12818.80000,306
2020.10.07,04:30,12818.60000,12820.60000,12809.60000,12818.60000,241
2020.10.07,04:45,12818.30000,12858.10000,12818.30000,12851.90000,307
2020.10.07,05:00,12850.90000,12869.10000,12850.90000,12856.60000,337
2020.10.07,05:15,12856.40000,12881.20000,12844.40000,12847.90000,330
2020.10.07,05:30,12850.40000,12851.10000,12832.10000,12834.30000,222
2020.10.07,05:45,12833.10000,12852.40000,12833.10000,12841.60000,180
2020.10.07,06:00,12842.30000,12858.40000,12842.30000,12856.10000,190
2020.10.07,06:15,12855.90000,12857.60000,12840.80000,12854.10000,273
2020.10.07,06:30,12853.40000,12859.40000,12852.40000,12858.10000,113
2020.10.07,06:45,12857.10000,12868.60000,12853.10000,12859.60000,94
2020.10.07,07:00,12859.90000,12865.60000,12856.40000,12861.90000,245
2020.10.07,07:15,12862.90000,12873.40000,12860.90000,12867.10000,182
2020.10.07,07:30,12866.40000,12869.60000,12858.30000,12868.40000,368
2020.10.07,07:45,12868.10000,12870.40000,12863.10000,12867.40000,157
2020.10.07,08:00,12868.40000,12874.60000,12862.60000,12872.90000,94
2020.10.07,08:15,12872.40000,12875.90000,12851.80000,12863.30000,276
2020.10.07,08:30,12863.10000,12897.90000,12857.30000,12894.90000,379
2020.10.07,08:45,12895.90000,12895.90000,12871.90000,12879.10000,224
2020.10.07,09:00,12884.40000,12887.60000,12863.30000,12879.90000,745
2020.10.07,09:15,12878.90000,12894.40000,12875.60000,12887.60000,858
2020.10.07,09:30,12889.10000,12904.10000,12886.60000,12893.40000,831
2020.10.07,09:45,12892.60000,12902.50000,12887.40000,12901.00000,770
2020.10.07,10:00,12902.50000,12958.60000,12899.20000,12926.60000,2810
2020.10.07,10:15,12926.80000,12942.70000,12906.50000,12931.00000,2166
2020.10.07,10:30,12930.50000,12952.90000,12904.40000,12908.90000,1789
2020.10.07,10:45,12908.40000,12920.50000,12898.00000,12917.30000,1547
2020.10.07,11:00,12917.00000,12919.30000,12891.50000,12903.40000,1417
2020.10.07,11:15,12902.70000,12908.00000,12883.70000,12886.30000,1310
2020.10.07,11:30,12887.30000,12904.10000,12878.60000,12896.00000,1228
2020.10.07,11:45,12895.30000,12907.00000,12892.50000,12897.30000,1121
2020.10.07,12:00,12896.50000,12897.80000,12868.80000,12870.10000,1008
2020.10.07,12:15,12870.60000,12886.20000,12868.60000,12880.70000,937
2020.10.07,12:30,12881.50000,12893.40000,12875.70000,12892.20000,834
2020.10.07,12:45,12892.40000,12892.40000,12867.40000,12867.90000,741
2020.10.07,13:00,12867.60000,12873.00000,12855.20000,12871.20000,941
2020.10.07,13:15,12870.20000,12873.30000,12862.20000,12864.70000,725
2020.10.07,13:30,12864.50000,12868.80000,12851.00000,12852.00000,774
2020.10.07,13:45,12851.70000,12882.10000,12850.50000,12881.60000,947
2020.10.07,14:00,12880.60000,12882.10000,12851.10000,12855.10000,911
2020.10.07,14:15,12854.60000,12857.20000,12836.70000,12840.60000,864
2020.10.07,14:30,12840.40000,12850.20000,12837.00000,12846.50000,744
2020.10.07,14:45,12846.20000,12852.50000,12835.50000,12850.00000,764
2020.10.07,15:00,12849.80000,12857.50000,12845.20000,12852.10000,962
2020.10.07,15:15,12851.60000,12858.00000,12837.90000,12843.90000,767
2020.10.07,15:30,12843.80000,12865.30000,12839.00000,12864.20000,938
2020.10.07,15:45,12863.50000,12870.90000,12854.90000,12858.50000,1059
2020.10.07,16:00,12858.20000,12864.70000,12852.70000,12862.70000,891
2020.10.07,16:15,12862.50000,12862.50000,12839.50000,12844.00000,962
2020.10.07,16:30,12844.20000,12880.40000,12841.50000,12862.20000,2340
2020.10.07,16:45,12862.40000,12885.10000,12857.70000,12867.60000,2010
2020.10.07,17:00,12866.60000,12870.60000,12850.30000,12854.90000,1960
2020.10.07,17:15,12855.60000,12880.70000,12851.60000,12873.00000,1844
2020.10.07,17:30,12873.20000,12891.40000,12868.20000,12886.20000,2027
2020.10.07,17:45,12886.40000,12901.40000,12884.40000,12897.70000,1502
2020.10.07,18:00,12896.90000,12917.10000,12893.90000,12910.20000,1384
2020.10.07,18:15,12910.40000,12922.70000,12897.70000,12909.90000,1438
2020.10.07,18:30,12909.70000,12932.30000,12909.30000,12921.20000,1603
2020.10.07,18:45,12922.70000,12923.20000,12914.20000,12916.20000,876
2020.10.07,19:00,12915.90000,12925.70000,12914.40000,12922.20000,599
2020.10.07,19:15,12922.00000,12924.20000,12895.40000,12901.70000,1145
2020.10.07,19:30,12901.90000,12918.70000,12901.20000,12912.70000,1211
2020.10.07,19:45,12912.90000,12916.20000,12906.20000,12915.40000,784
2020.10.07,20:00,12915.20000,12919.20000,12910.20000,12910.20000,596
2020.10.07,20:15,12910.40000,12914.20000,12906.40000,12909.20000,584
2020.10.07,20:30,12908.70000,12922.70000,12907.90000,12921.90000,500
2020.10.07,20:45,12922.20000,12940.70000,12919.90000,12927.20000,747
2020.10.07,21:00,12928.40000,12936.20000,12920.90000,12928.70000,703
2020.10.07,21:15,12928.90000,12947.90000,12925.70000,12943.40000,824
2020.10.07,21:30,12943.70000,12949.20000,12933.70000,12937.40000,663
2020.10.07,21:45,12938.20000,12954.50000,12937.40000,12950.90000,455
2020.10.07,22:00,12951.70000,12962.70000,12947.70000,12961.20000,566
2020.10.07,22:15,12961.70000,12962.70000,12952.40000,12955.40000,534
2020.10.07,22:30,12955.90000,12958.00000,12941.90000,12949.40000,771
2020.10.07,22:45,12950.40000,12963.00000,12941.80000,12944.90000,1158
2020.10.07,23:00,12941.90000,12946.20000,12930.00000,12942.40000,450
2020.10.07,23:30,12944.30000,12951.90000,12939.50000,12941.40000,101
2020.10.07,23:45,12940.50000,12948.10000,12939.90000,12942.30000,141
2020.10.08,01:00,12938.50000,12951.80000,12937.60000,12951.80000,205
2020.10.08,01:15,12952.80000,12967.30000,12949.00000,12961.60000,216
2020.10.08,01:30,12961.10000,12966.40000,12959.70000,12960.60000,134
2020.10.08,01:45,12961.60000,12969.20000,12961.60000,12963.00000,138
2020.10.08,02:00,12963.50000,12965.40000,12960.20000,12960.60000,102
2020.10.08,02:15,12961.60000,12962.50000,12958.70000,12959.70000,51
2020.10.08,02:30,12958.70000,12977.80000,12954.90000,12974.90000,177
2020.10.08,02:45,12974.50000,12979.70000,12968.90000,12968.90000,101
2020.10.08,03:15,12948.80000,12966.30000,12936.80000,12963.60000,431
2020.10.08,03:30,12962.80000,12968.30000,12954.50000,12956.50000,235
2020.10.08,03:45,12956.80000,12963.80000,12950.00000,12950.80000,208
2020.10.08,04:00,12951.30000,12960.80000,12946.30000,12959.80000,140
2020.10.08,04:15,12959.50000,12961.00000,12943.80000,12954.00000,178
2020.10.08,04:30,12952.80000,12959.80000,12939.50000,12952.00000,201
2020.10.08,04:45,12952.30000,12983.60000,12948.00000,12977.30000,216
2020.10.08,05:00,12977.80000,12981.80000,12952.00000,12966.50000,272
2020.10.08,05:15,12966.80000,12973.80000,12958.30000,12965.00000,205
2020.10.08,05:30,12964.80000,12974.50000,12962.80000,12974.50000,226
2020.10.08,05:45,12974.30000,12979.60000,12964.50000,12975.30000,229
2020.10.08,06:00,12975.50000,12981.60000,12975.30000,12977.50000,158
2020.10.08,06:15,12976.80000,12980.00000,12965.50000,12967.50000,198
2020.10.08,06:30,12967.30000,12973.00000,12962.00000,12972.80000,168
2020.10.08,06:45,12973.30000,12980.50000,12966.30000,12969.50000,99
2020.10.08,07:00,12969.80000,12974.30000,12961.00000,12961.50000,218
2020.10.08,07:15,12961.30000,12965.30000,12953.70000,12965.30000,179
2020.10.08,07:30,12964.80000,12977.80000,12963.30000,12973.50000,252
2020.10.08,07:45,12974.30000,12977.00000,12967.30000,12976.30000,87
2020.10.08,08:00,12976.00000,12984.80000,12974.50000,12982.00000,125
2020.10.08,08:15,12981.50000,12985.30000,12969.00000,12973.50000,162
2020.10.08,08:30,12974.00000,12975.80000,12966.50000,12971.80000,136
2020.10.08,08:45,12972.30000,12974.00000,12965.20000,12968.80000,141
2020.10.08,09:00,12969.50000,12996.30000,12967.80000,12987.00000,716
2020.10.08,09:15,12987.30000,13004.30000,12984.50000,13000.50000,629
2020.10.08,09:30,13000.80000,13021.30000,12998.80000,13008.80000,732
2020.10.08,09:45,13009.80000,13017.60000,13000.50000,13005.50000,747
2020.10.08,10:00,13004.50000,13051.30000,12999.70000,13026.00000,2712
2020.10.08,10:15,13026.30000,13048.90000,13021.30000,13024.60000,1777
2020.10.08,10:30,13025.30000,13045.20000,13017.80000,13030.60000,1705
2020.10.08,10:45,13030.10000,13031.30000,12988.20000,13002.50000,1546
2020.10.08,11:00,13002.70000,13007.90000,12974.10000,12976.70000,1294
2020.10.08,11:15,12976.40000,12979.40000,12956.10000,12960.40000,1266
2020.10.08,11:30,12958.90000,12980.00000,12956.50000,12978.30000,1225
2020.10.08,11:45,12977.80000,12989.10000,12973.10000,12983.60000,871
2020.10.08,12:00,12984.40000,12990.30000,12970.50000,12990.30000,925
2020.10.08,12:15,12989.50000,12992.80000,12979.00000,12988.50000,861
2020.10.08,12:30,12987.50000,12999.10000,12983.10000,12988.40000,923
2020.10.08,12:45,12989.10000,13004.50000,12988.60000,12999.90000,808
2020.10.08,13:00,12998.40000,13023.30000,12993.60000,13016.50000,930
2020.10.08,13:15,13016.00000,13022.20000,13004.10000,13021.60000,801
2020.10.08,13:30,13022.10000,13044.10000,13021.60000,13027.60000,866
2020.10.08,13:45,13027.10000,13043.10000,13008.90000,13010.90000,996
2020.10.08,14:00,13011.20000,13018.40000,13004.20000,13011.00000,744
2020.10.08,14:15,13011.20000,13018.40000,13007.40000,13013.40000,712
2020.10.08,14:30,13013.90000,13014.40000,12998.70000,13007.50000,726
2020.10.08,14:45,13007.30000,13013.90000,13002.90000,13009.40000,610
2020.10.08,15:00,13009.90000,13022.80000,13004.00000,13017.30000,974
2020.10.08,15:15,13016.80000,13028.20000,13015.20000,13027.20000,864
2020.10.08,15:30,13027.40000,13027.40000,13005.50000,13023.10000,920
2020.10.08,15:45,13023.40000,13036.80000,13020.80000,13035.70000,720
2020.10.08,16:00,13034.90000,13040.60000,13022.60000,13038.60000,766
2020.10.08,16:15,13039.10000,13061.00000,13039.10000,13048.00000,875
2020.10.08,16:30,13047.80000,13069.90000,13039.80000,13059.60000,1550
2020.10.08,16:45,13061.60000,13074.90000,13042.30000,13074.10000,1189
2020.10.08,17:00,13076.30000,13081.60000,13055.10000,13065.10000,1486
2020.10.08,17:15,13066.40000,13079.30000,13063.00000,13071.70000,1516
2020.10.08,17:30,13071.50000,13103.60000,13070.70000,13073.80000,1275
2020.10.08,17:45,13073.50000,13084.00000,13063.30000,13065.30000,1194
2020.10.08,18:00,13065.00000,13073.00000,13058.90000,13071.10000,1337
2020.10.08,18:15,13071.40000,13074.10000,13040.80000,13057.00000,1580
2020.10.08,18:30,13057.20000,13057.20000,13025.20000,13052.70000,1704
2020.10.08,18:45,13052.40000,13054.70000,13039.00000,13044.70000,975
2020.10.08,19:00,13044.90000,13060.70000,13041.20000,13057.50000,740
2020.10.08,19:15,13057.70000,13064.30000,13055.70000,13060.80000,464
2020.10.08,19:30,13061.00000,13072.50000,13060.00000,13066.70000,303
2020.10.08,19:45,13068.20000,13069.30000,13057.00000,13063.50000,541
2020.10.08,20:00,13065.20000,13065.20000,13056.50000,13059.20000,461
2020.10.08,20:15,13059.00000,13059.50000,13052.70000,13054.00000,384
2020.10.08,20:30,13053.50000,13056.50000,13050.70000,13055.50000,379
2020.10.08,20:45,13054.50000,13060.00000,13051.20000,13052.20000,444
2020.10.08,21:00,13052.00000,13060.70000,13045.70000,13059.00000,402
2020.10.08,21:15,13058.70000,13063.20000,13058.70000,13061.00000,221
2020.10.08,21:30,13061.20000,13063.00000,13056.70000,13059.70000,294
2020.10.08,21:45,13059.20000,13062.20000,13056.20000,13059.00000,399
2020.10.08,22:00,13058.00000,13065.00000,13045.70000,13060.00000,599
2020.10.08,22:15,13060.20000,13060.20000,13050.70000,13057.20000,486
2020.10.08,22:30,13057.00000,13058.70000,13049.90000,13055.20000,590
2020.10.08,22:45,13055.50000,13064.00000,13053.20000,13064.00000,764
2020.10.08,23:00,13061.10000,13065.20000,13052.90000,13062.40000,308
2020.10.08,23:30,13063.80000,13082.10000,13058.50000,13076.40000,236
2020.10.08,23:45,13076.80000,13092.50000,13076.40000,13085.60000,194
2020.10.09,01:00,13088.50000,13102.00000,13082.10000,13099.20000,368
2020.10.09,01:15,13098.70000,13110.60000,13095.30000,13109.10000,218
2020.10.09,01:30,13110.10000,13111.00000,13102.50000,13103.40000,89
2020.10.09,01:45,13105.30000,13115.20000,13099.00000,13101.80000,104
2020.10.09,02:00,13102.30000,13108.50000,13099.00000,13103.70000,147
2020.10.09,02:15,13104.70000,13106.60000,13093.10000,13096.90000,189
2020.10.09,02:30,13095.00000,13096.00000,13091.20000,13091.20000,143
2020.10.09,02:45,13092.20000,13126.00000,13091.20000,13124.10000,136
2020.10.09,03:15,13127.90000,13128.40000,13069.60000,13076.10000,229
2020.10.09,03:30,13075.60000,13087.60000,13075.10000,13076.30000,246
2020.10.09,03:45,13076.10000,13086.80000,13066.60000,13078.60000,340
2020.10.09,04:00,13079.10000,13082.80000,13067.80000,13080.30000,330
2020.10.09,04:15,13081.30000,13092.60000,13074.30000,13078.10000,245
2020.10.09,04:30,13077.80000,13079.60000,13064.80000,13069.10000,236
2020.10.09,04:45,13069.80000,13076.60000,13066.60000,13074.80000,123
2020.10.09,05:00,13074.30000,13080.60000,13072.80000,13078.60000,126
2020.10.09,05:15,13078.30000,13089.80000,13077.30000,13078.10000,190
2020.10.09,05:30,13078.80000,13087.10000,13074.30000,13080.80000,128
2020.10.09,05:45,13079.80000,13089.30000,13074.60000,13087.10000,220
2020.10.09,06:00,13086.80000,13093.60000,13085.30000,13085.30000,87
2020.10.09,06:15,13086.60000,13095.30000,13086.60000,13089.60000,98
2020.10.09,06:30,13090.10000,13090.10000,13077.80000,13081.30000,90
2020.10.09,06:45,13080.60000,13083.60000,13075.80000,13076.30000,86
2020.10.09,07:00,13076.10000,13076.80000,13068.50000,13070.80000,212
2020.10.09,07:15,13070.50000,13078.60000,13070.50000,13076.80000,83
2020.10.09,07:30,13076.00000,13083.80000,13074.80000,13081.30000,164
2020.10.09,07:45,13081.60000,13086.80000,13071.50000,13075.00000,223
2020.10.09,08:00,13074.00000,13078.30000,13061.80000,13066.30000,159
2020.10.09,08:15,13066.00000,13072.80000,13062.80000,13071.00000,145
2020.10.09,08:30,13071.80000,13078.00000,13067.80000,13068.00000,147
2020.10.09,08:45,13067.80000,13076.80000,13066.00000,13067.50000,192
2020.10.09,09:00,13068.30000,13070.30000,13045.40000,13053.90000,690
2020.10.09,09:15,13054.20000,13063.50000,13050.70000,13055.20000,465
2020.10.09,09:30,13054.70000,13060.70000,13043.70000,13049.90000,432
2020.10.09,09:45,13049.40000,13052.20000,13041.40000,13048.70000,633
2020.10.09,10:00,13049.40000,13097.60000,13044.90000,13066.50000,2254
2020.10.09,10:15,13066.60000,13068.50000,13050.80000,13064.00000,1710
2020.10.09,10:30,13064.70000,13072.00000,13050.60000,13057.60000,1362
2020.10.09,10:45,13056.80000,13056.80000,13039.90000,13043.90000,1261
2020.10.09,11:00,13042.60000,13055.30000,13033.50000,13039.40000,1228
2020.10.09,11:15,13038.90000,13042.70000,13030.40000,13033.00000,1025
2020.10.09,11:30,13032.50000,13040.20000,13023.00000,13034.50000,894
2020.10.09,11:45,13034.00000,13042.30000,13026.40000,13026.40000,869
2020.10.09,12:00,13026.70000,13028.60000,13017.30000,13020.30000,749
2020.10.09,12:15,13019.80000,13034.20000,13019.60000,13021.90000,809
2020.10.09,12:30,13021.60000,13034.30000,13018.20000,13031.70000,654
2020.10.09,12:45,13031.40000,13039.00000,13031.00000,13037.30000,721
2020.10.09,13:00,13036.80000,13056.30000,13036.80000,13054.90000,692
2020.10.09,13:15,13054.40000,13055.90000,13038.80000,13041.80000,578
2020.10.09,13:30,13041.30000,13041.90000,13033.70000,13034.30000,541
2020.10.09,13:45,13033.80000,13034.30000,13016.80000,13019.30000,792
2020.10.09,14:00,13019.80000,13033.10000,13015.30000,13029.10000,720
2020.10.09,14:15,13028.60000,13045.20000,13026.70000,13043.80000,529
2020.10.09,14:30,13044.30000,13050.90000,13041.50000,13049.00000,287
2020.10.09,14:45,13048.70000,13053.40000,13043.60000,13050.30000,221
2020.10.09,15:00,13050.50000,13056.30000,13049.30000,13054.80000,150
2020.10.09,15:15,13054.30000,13059.80000,13053.10000,13058.60000,78
2020.10.09,15:30,13058.80000,13059.30000,13047.70000,13049.70000,76
2020.10.09,15:45,13049.20000,13076.20000,13049.20000,13075.20000,449
2020.10.09,16:00,13075.70000,13076.70000,13066.20000,13075.20000,283
2020.10.09,16:15,13074.70000,13075.20000,13054.20000,13058.20000,443
2020.10.09,16:30,13059.20000,13060.70000,13040.70000,13050.20000,1039
2020.10.09,16:45,13050.70000,13052.20000,13035.20000,13046.70000,1190
2020.10.09,17:00,13047.70000,13052.20000,13015.20000,13025.70000,1141
2020.10.09,17:15,13026.20000,13034.70000,13007.20000,13008.70000,1021
2020.10.09,17:30,13008.20000,13025.20000,13006.70000,13025.20000,830
2020.10.09,17:45,13024.20000,13035.20000,13019.70000,13023.20000,635
2020.10.09,18:00,13023.70000,13047.30000,13018.70000,13047.10000,837
2020.10.09,18:15,13047.00000,13047.50000,13033.50000,13038.50000,1101
2020.10.09,18:30,13038.20000,13062.70000,13032.40000,13046.70000,1147
2020.10.09,18:45,13047.00000,13078.80000,13045.00000,13068.00000,1531
2020.10.09,19:00,13068.50000,13074.30000,13065.00000,13069.00000,769
2020.10.09,19:15,13069.30000,13069.50000,13041.30000,13053.70000,814
2020.10.09,19:30,13054.00000,13059.70000,13049.20000,13053.00000,663
2020.10.09,19:45,13053.20000,13055.00000,13049.00000,13054.00000,391
2020.10.09,20:00,13054.20000,13060.00000,13053.20000,13054.70000,471
2020.10.09,20:15,13055.50000,13058.70000,13047.20000,13051.50000,391
2020.10.09,20:30,13051.70000,13056.20000,13048.70000,13054.20000,447
2020.10.09,20:45,13053.70000,13058.70000,13052.20000,13056.70000,276
2020.10.09,21:00,13056.50000,13060.00000,13050.00000,13052.20000,379
2020.10.09,21:15,13051.70000,13052.20000,13041.40000,13041.70000,323
2020.10.09,21:30,13042.20000,13051.20000,13026.40000,13050.00000,512
2020.10.09,21:45,13050.20000,13050.70000,13041.70000,13043.40000,430
2020.10.09,22:00,13044.90000,13049.20000,13041.70000,13047.90000,332
2020.10.09,22:15,13048.20000,13059.70000,13047.90000,13059.70000,304
2020.10.09,22:30,13060.00000,13060.20000,13045.90000,13046.70000,459
2020.10.09,22:45,13045.90000,13063.00000,13045.70000,13058.50000,595
2020.10.12,01:00,13058.20000,13062.90000,13058.20000,13061.90000,68
2020.10.12,01:15,13062.40000,13067.90000,13061.00000,13067.00000,172
2020.10.12,01:30,13067.90000,13067.90000,13058.50000,13064.60000,137
2020.10.12,01:45,13063.70000,13064.60000,13057.10000,13059.50000,145
2020.10.12,02:00,13060.40000,13064.20000,13050.10000,13053.80000,243
2020.10.12,02:15,13053.30000,13055.70000,13043.50000,13049.10000,245
2020.10.12,02:30,13050.10000,13054.80000,13045.30000,13052.90000,260
2020.10.12,02:45,13053.80000,13071.70000,13052.90000,13060.50000,404
2020.10.12,03:00,13061.00000,13061.00000,13060.10000,13060.10000,2
2020.10.12,03:15,13046.40000,13053.90000,13032.10000,13048.90000,251
2020.10.12,03:30,13048.10000,13058.90000,13044.40000,13050.40000,240
2020.10.12,03:45,13050.10000,13051.90000,13042.30000,13050.90000,210
2020.10.12,04:00,13049.60000,13049.60000,13036.80000,13043.30000,219
2020.10.12,04:15,13043.80000,13061.90000,13037.60000,13054.60000,281
2020.10.12,04:30,13053.10000,13087.10000,13049.80000,13086.10000,315
2020.10.12,04:45,13086.60000,13097.10000,13082.60000,13094.60000,214
2020.10.12,05:00,13094.40000,13096.60000,13084.60000,13085.60000,157
2020.10.12,05:15,13084.40000,13086.90000,13076.90000,13080.60000,174
2020.10.12,05:30,13080.40000,13083.10000,13075.60000,13080.10000,214
2020.10.12,05:45,13081.40000,13086.10000,13076.60000,13083.40000,179
2020.10.12,06:00,13084.60000,13085.60000,13075.10000,13076.60000,212
2020.10.12,06:15,13076.40000,13089.90000,13074.40000,13084.10000,178
2020.10.12,06:30,13084.60000,13102.40000,13083.60000,13102.10000,229
2020.10.12,06:45,13103.10000,13113.40000,13103.10000,13104.60000,174
2020.10.12,07:00,13104.40000,13110.60000,13102.10000,13108.40000,152
2020.10.12,07:15,13108.60000,13110.40000,13105.60000,13106.10000,131
2020.10.12,07:30,13106.40000,13110.60000,13104.90000,13110.10000,104
2020.10.12,07:45,13109.90000,13114.60000,13109.90000,13113.90000,46
2020.10.12,08:00,13113.40000,13134.70000,13108.10000,13125.90000,275
2020.10.12,08:15,13126.20000,13132.70000,13122.10000,13123.10000,185
2020.10.12,08:30,13123.40000,13127.60000,13117.60000,13119.40000,260
2020.10.12,08:45,13119.10000,13119.60000,13110.60000,13116.40000,303
2020.10.12,09:00,13116.90000,13136.20000,13100.70000,13104.90000,612
2020.10.12,09:15,13105.10000,13108.10000,13099.70000,13102.40000,409
2020.10.12,09:30,13102.60000,13112.40000,13101.10000,13109.90000,479
2020.10.12,09:45,13110.20000,13110.70000,13090.50000,13090.50000,594
2020.10.12,10:00,13088.70000,13093.50000,13066.10000,13071.40000,2320
2020.10.12,10:15,13071.60000,13095.30000,13066.40000,13078.90000,1782
2020.10.12,10:30,13079.20000,13087.40000,13068.00000,13070.80000,1378
2020.10.12,10:45,13071.10000,13078.70000,13057.00000,13067.40000,1255
2020.10.12,11:00,13067.60000,13070.50000,13057.20000,13070.00000,1146
2020.10.12,11:15,13070.30000,13145.10000,13068.30000,13128.90000,1614
2020.10.12,11:30,13129.40000,13143.60000,13098.00000,13100.00000,1539
2020.10.12,11:45,13100.50000,13103.60000,13064.50000,13067.30000,1483
2020.10.12,12:00,13067.60000,13086.80000,13066.60000,13082.70000,1225
2020.10.12,12:15,13083.20000,13083.20000,13066.80000,13079.50000,900
2020.10.12,12:30,13079.00000,13082.50000,13070.50000,13073.60000,872
2020.10.12,12:45,13073.90000,13082.50000,13067.00000,13079.80000,947
2020.10.12,13:00,13079.00000,13090.10000,13076.30000,13086.70000,757
2020.10.12,13:15,13087.20000,13094.70000,13083.50000,13086.40000,734
2020.10.12,13:30,13086.60000,13095.50000,13083.40000,13092.50000,680
2020.10.12,13:45,13092.80000,13111.70000,13091.10000,13111.20000,843
2020.10.12,14:00,13110.40000,13111.60000,13097.40000,13099.50000,581
2020.10.12,14:15,13099.80000,13114.20000,13097.10000,13111.60000,579
2020.10.12,14:30,13112.10000,13139.70000,13107.70000,13128.40000,1011
2020.10.12,14:45,13128.90000,13133.30000,13121.20000,13125.50000,984
2020.10.12,15:00,13126.00000,13135.50000,13122.40000,13125.40000,866
2020.10.12,15:15,13128.90000,13142.10000,13122.50000,13128.30000,1018
2020.10.12,15:30,13128.80000,13153.30000,13126.20000,13140.10000,846
2020.10.12,15:45,13140.30000,13140.30000,13125.40000,13126.00000,749
2020.10.12,16:00,13125.50000,13130.10000,13122.00000,13123.80000,749
2020.10.12,16:15,13124.10000,13124.80000,13106.50000,13107.10000,826
2020.10.12,16:30,13107.60000,13109.80000,13095.60000,13096.10000,1645
2020.10.12,16:45,13096.40000,13101.10000,13089.50000,13096.50000,1413
2020.10.12,17:00,13094.80000,13111.60000,13093.30000,13109.10000,1214
2020.10.12,17:15,13109.60000,13120.70000,13106.20000,13115.50000,1155
2020.10.12,17:30,13115.00000,13116.80000,13105.40000,13107.50000,1117
2020.10.12,17:45,13107.30000,13125.70000,13106.80000,13122.10000,914
